"GEO_ID","NAME","B25035_001E","B25035_001M"
"id","Geographic Area Name","Estimate!!Median year structure built","Margin of Error!!Median year structure built"
"8600000US90638","ZCTA5 90638","1960","2"
"8600000US90640","ZCTA5 90640","1963","1"
"8600000US90650","ZCTA5 90650","1957","1"
"8600000US90660","ZCTA5 90660","1956","1"
"8600000US90670","ZCTA5 90670","1959","2"
"8600000US90680","ZCTA5 90680","1973","1"
"8600000US90701","ZCTA5 90701","1963","2"
"8600000US90703","ZCTA5 90703","1973","2"
"8600000US90704","ZCTA5 90704","1951","12"
"8600000US90706","ZCTA5 90706","1963","1"
"8600000US90710","ZCTA5 90710","1971","2"
"8600000US90712","ZCTA5 90712","1956","1"
"8600000US90713","ZCTA5 90713","1956","1"
"8600000US90715","ZCTA5 90715","1966","1"
"8600000US90716","ZCTA5 90716","1966","2"
"8600000US90717","ZCTA5 90717","1964","2"
"8600000US90720","ZCTA5 90720","1964","1"
"8600000US90723","ZCTA5 90723","1969","1"
"8600000US90731","ZCTA5 90731","1958","2"
"8600000US90732","ZCTA5 90732","1967","2"
"8600000US90740","ZCTA5 90740","1966","1"
"8600000US90742","ZCTA5 90742","1958","5"
"8600000US90743","ZCTA5 90743","1973","5"
"8600000US90744","ZCTA5 90744","1958","1"
"8600000US90745","ZCTA5 90745","1964","1"
"8600000US90746","ZCTA5 90746","1966","2"
"8600000US90747","ZCTA5 90747","-","**"
"8600000US90755","ZCTA5 90755","1980","3"
"8600000US90802","ZCTA5 90802","1964","2"
"8600000US90803","ZCTA5 90803","1959","2"
"8600000US90804","ZCTA5 90804","1965","3"
"8600000US90805","ZCTA5 90805","1958","2"
"8600000US90806","ZCTA5 90806","1953","2"
"8600000US90807","ZCTA5 90807","1954","2"
"8600000US90808","ZCTA5 90808","1955","1"
"8600000US90810","ZCTA5 90810","1953","1"
"8600000US90813","ZCTA5 90813","1958","1"
"8600000US90814","ZCTA5 90814","1958","3"
"8600000US90815","ZCTA5 90815","1956","2"
"8600000US90822","ZCTA5 90822","-","**"
"8600000US90831","ZCTA5 90831","-","**"
"8600000US91001","ZCTA5 91001","1946","1"
"8600000US91006","ZCTA5 91006","1959","2"
"8600000US91007","ZCTA5 91007","1964","2"
"8600000US91008","ZCTA5 91008","1974","12"
"8600000US91010","ZCTA5 91010","1964","3"
"8600000US91011","ZCTA5 91011","1956","2"
"8600000US91016","ZCTA5 91016","1959","2"
"8600000US91020","ZCTA5 91020","1964","4"
"8600000US91024","ZCTA5 91024","1955","3"
"8600000US91030","ZCTA5 91030","1953","2"
"8600000US91040","ZCTA5 91040","1959","1"
"8600000US91042","ZCTA5 91042","1962","2"
"8600000US91046","ZCTA5 91046","1977","15"
"8600000US91101","ZCTA5 91101","1976","2"
"8600000US91103","ZCTA5 91103","1953","3"
"8600000US91104","ZCTA5 91104","1939-","***"
"8600000US91105","ZCTA5 91105","1958","2"
"8600000US91106","ZCTA5 91106","1967","2"
"8600000US91107","ZCTA5 91107","1954","2"
"8600000US91108","ZCTA5 91108","1944","2"
"8600000US91201","ZCTA5 91201","1955","3"
"8600000US91202","ZCTA5 91202","1961","3"
"8600000US91203","ZCTA5 91203","1973","3"
"8600000US91204","ZCTA5 91204","1967","3"
"8600000US91205","ZCTA5 91205","1963","2"
"8600000US91206","ZCTA5 91206","1967","2"
"8600000US91207","ZCTA5 91207","1959","3"
"8600000US91208","ZCTA5 91208","1957","3"
"8600000US91210","ZCTA5 91210","2005","2"
"8600000US91214","ZCTA5 91214","1956","2"
"8600000US91301","ZCTA5 91301","1982","1"
"8600000US91302","ZCTA5 91302","1984","1"
"8600000US91303","ZCTA5 91303","1979","2"
"8600000US91304","ZCTA5 91304","1972","2"
"8600000US91306","ZCTA5 91306","1962","2"
"8600000US91307","ZCTA5 91307","1965","2"
"8600000US91311","ZCTA5 91311","1974","2"
"8600000US91316","ZCTA5 91316","1969","2"
"8600000US91320","ZCTA5 91320","1979","1"
"8600000US91321","ZCTA5 91321","1980","2"
"8600000US91324","ZCTA5 91324","1970","2"
"8600000US91325","ZCTA5 91325","1968","2"
"8600000US91326","ZCTA5 91326","1978","2"
"8600000US91330","ZCTA5 91330","-","**"
"8600000US91331","ZCTA5 91331","1958","1"
"8600000US91335","ZCTA5 91335","1963","2"
"8600000US91340","ZCTA5 91340","1957","2"
"8600000US91342","ZCTA5 91342","1973","1"
"8600000US91343","ZCTA5 91343","1967","1"
"8600000US91344","ZCTA5 91344","1962","1"
"8600000US91345","ZCTA5 91345","1957","1"
"8600000US91350","ZCTA5 91350","1987","2"
"8600000US91351","ZCTA5 91351","1983","2"
"8600000US91352","ZCTA5 91352","1960","1"
"8600000US91354","ZCTA5 91354","1998","1"
"8600000US91355","ZCTA5 91355","1985","2"
"8600000US91356","ZCTA5 91356","1972","1"
"8600000US91360","ZCTA5 91360","1972","2"
"8600000US91361","ZCTA5 91361","1976","1"
"8600000US91362","ZCTA5 91362","1983","1"
"8600000US91364","ZCTA5 91364","1964","2"
"8600000US91367","ZCTA5 91367","1973","2"
"8600000US91371","ZCTA5 91371","-","**"
"8600000US91377","ZCTA5 91377","1986","1"
"8600000US91381","ZCTA5 91381","1999","2"
"8600000US91384","ZCTA5 91384","1990","2"
"8600000US91387","ZCTA5 91387","1988","1"
"8600000US91390","ZCTA5 91390","1989","1"
"8600000US91401","ZCTA5 91401","1964","2"
"8600000US91402","ZCTA5 91402","1969","2"
"8600000US91403","ZCTA5 91403","1969","3"
"8600000US91405","ZCTA5 91405","1972","2"
"8600000US91406","ZCTA5 91406","1964","1"
"8600000US91411","ZCTA5 91411","1973","2"
"8600000US91423","ZCTA5 91423","1966","2"
"8600000US91436","ZCTA5 91436","1963","2"
"8600000US91501","ZCTA5 91501","1972","3"
"8600000US91502","ZCTA5 91502","1979","3"
"8600000US91504","ZCTA5 91504","1959","1"
"8600000US91505","ZCTA5 91505","1951","2"
"8600000US91506","ZCTA5 91506","1950","2"
"8600000US91601","ZCTA5 91601","1971","2"
"8600000US91602","ZCTA5 91602","1969","3"
"8600000US91604","ZCTA5 91604","1970","2"
"8600000US91605","ZCTA5 91605","1964","2"
"8600000US91606","ZCTA5 91606","1962","2"
"8600000US91607","ZCTA5 91607","1966","2"
"8600000US91608","ZCTA5 91608","-","**"
"8600000US91701","ZCTA5 91701","1981","1"
"8600000US91702","ZCTA5 91702","1965","2"
"8600000US91706","ZCTA5 91706","1961","2"
"8600000US91708","ZCTA5 91708","2010","4"
"8600000US91709","ZCTA5 91709","1990","2"
"8600000US91710","ZCTA5 91710","1982","1"
"8600000US91711","ZCTA5 91711","1966","1"
"8600000US91722","ZCTA5 91722","1958","1"
"8600000US91723","ZCTA5 91723","1957","2"
"8600000US91724","ZCTA5 91724","1969","2"
"8600000US91730","ZCTA5 91730","1987","2"
"8600000US91731","ZCTA5 91731","1961","2"
"8600000US91732","ZCTA5 91732","1964","2"
"8600000US91733","ZCTA5 91733","1959","2"
"8600000US91737","ZCTA5 91737","1985","1"
"8600000US91739","ZCTA5 91739","2002","1"
"8600000US91740","ZCTA5 91740","1965","2"
"8600000US91741","ZCTA5 91741","1963","1"
"8600000US91744","ZCTA5 91744","1958","1"
"8600000US91745","ZCTA5 91745","1969","2"
"8600000US91746","ZCTA5 91746","1957","1"
"8600000US91748","ZCTA5 91748","1975","1"
"8600000US91750","ZCTA5 91750","1975","1"
"8600000US91752","ZCTA5 91752","1987","2"
"8600000US91754","ZCTA5 91754","1959","1"
"8600000US91755","ZCTA5 91755","1966","2"
"8600000US91759","ZCTA5 91759","1956","6"
"8600000US91761","ZCTA5 91761","1982","2"
"8600000US91762","ZCTA5 91762","1971","1"
"8600000US91763","ZCTA5 91763","1970","2"
"8600000US91764","ZCTA5 91764","1972","2"
"8600000US91765","ZCTA5 91765","1979","2"
"8600000US91766","ZCTA5 91766","1971","1"
"8600000US91767","ZCTA5 91767","1961","1"
"8600000US91768","ZCTA5 91768","1958","1"
"8600000US91770","ZCTA5 91770","1960","1"
"8600000US91773","ZCTA5 91773","1975","1"
"8600000US91775","ZCTA5 91775","1954","1"
"8600000US91776","ZCTA5 91776","1964","2"
"8600000US91780","ZCTA5 91780","1958","2"
"8600000US91784","ZCTA5 91784","1981","2"
"8600000US91786","ZCTA5 91786","1973","2"
"8600000US91789","ZCTA5 91789","1981","1"
"8600000US91790","ZCTA5 91790","1958","2"
"8600000US91791","ZCTA5 91791","1964","2"
"8600000US91792","ZCTA5 91792","1975","1"
"8600000US91801","ZCTA5 91801","1963","2"
"8600000US91803","ZCTA5 91803","1953","2"
"8600000US91901","ZCTA5 91901","1987","2"
"8600000US91902","ZCTA5 91902","1977","1"
"8600000US91905","ZCTA5 91905","1985","7"
"8600000US91906","ZCTA5 91906","1979","7"
"8600000US91910","ZCTA5 91910","1972","1"
"8600000US91911","ZCTA5 91911","1971","1"
"8600000US91913","ZCTA5 91913","2002","2"
"8600000US91914","ZCTA5 91914","2004","1"
"8600000US91915","ZCTA5 91915","2003","1"
"8600000US91916","ZCTA5 91916","1976","7"
"8600000US91917","ZCTA5 91917","1976","4"
"8600000US91931","ZCTA5 91931","1959","42"
"8600000US91932","ZCTA5 91932","1971","2"
"8600000US91934","ZCTA5 91934","1948","20"
"8600000US91935","ZCTA5 91935","1986","2"
"8600000US91941","ZCTA5 91941","1965","2"
"8600000US91942","ZCTA5 91942","1969","2"
"8600000US91945","ZCTA5 91945","1963","3"
"8600000US91948","ZCTA5 91948","1962","18"
"8600000US91950","ZCTA5 91950","1968","2"
"8600000US91962","ZCTA5 91962","1975","4"
"8600000US91963","ZCTA5 91963","1986","5"
"8600000US91977","ZCTA5 91977","1974","1"
"8600000US91978","ZCTA5 91978","1981","3"
"8600000US91980","ZCTA5 91980","-","**"
"8600000US92003","ZCTA5 92003","1986","3"
"8600000US92004","ZCTA5 92004","1984","3"
"8600000US92007","ZCTA5 92007","1975","2"
"8600000US92008","ZCTA5 92008","1977","2"
"8600000US92009","ZCTA5 92009","1992","2"
"8600000US92010","ZCTA5 92010","1988","1"
"8600000US92011","ZCTA5 92011","1993","1"
"8600000US92014","ZCTA5 92014","1976","2"
"8600000US92019","ZCTA5 92019","1982","1"
"8600000US92020","ZCTA5 92020","1971","2"
"8600000US92021","ZCTA5 92021","1976","1"
"8600000US92024","ZCTA5 92024","1979","1"
"8600000US92025","ZCTA5 92025","1977","1"
"8600000US92026","ZCTA5 92026","1983","1"
"8600000US92027","ZCTA5 92027","1978","1"
"8600000US92028","ZCTA5 92028","1981","2"
"8600000US92029","ZCTA5 92029","1984","2"
"8600000US92036","ZCTA5 92036","1979","3"
"8600000US92037","ZCTA5 92037","1973","1"
"8600000US92040","ZCTA5 92040","1977","1"
"8600000US92054","ZCTA5 92054","1973","2"
"8600000US92055","ZCTA5 92055","2001","27"
"8600000US92056","ZCTA5 92056","1985","1"
"8600000US92057","ZCTA5 92057","1988","1"
"8600000US92058","ZCTA5 92058","1993","2"
"8600000US92059","ZCTA5 92059","1998","7"
"8600000US92060","ZCTA5 92060","1964","13"
"8600000US92061","ZCTA5 92061","1977","9"
"8600000US92064","ZCTA5 92064","1978","1"
"8600000US92065","ZCTA5 92065","1984","1"
"8600000US92066","ZCTA5 92066","1977","16"
"8600000US92067","ZCTA5 92067","1988","3"
"8600000US92069","ZCTA5 92069","1988","1"
"8600000US92070","ZCTA5 92070","1980","6"
"8600000US92071","ZCTA5 92071","1977","1"
"8600000US92075","ZCTA5 92075","1975","1"
"8600000US92078","ZCTA5 92078","1996","2"
"8600000US92081","ZCTA5 92081","1986","2"
"8600000US92082","ZCTA5 92082","1987","3"
"8600000US92083","ZCTA5 92083","1979","1"
"8600000US92084","ZCTA5 92084","1976","2"
"8600000US92086","ZCTA5 92086","1989","4"
"8600000US92091","ZCTA5 92091","1984","3"
"8600000US92101","ZCTA5 92101","2001","1"
"8600000US92102","ZCTA5 92102","1959","1"
"8600000US92103","ZCTA5 92103","1970","3"
"8600000US92104","ZCTA5 92104","1967","3"
"8600000US92105","ZCTA5 92105","1967","2"
"8600000US92106","ZCTA5 92106","1959","2"
"8600000US92107","ZCTA5 92107","1962","3"
"8600000US92108","ZCTA5 92108","1993","2"
"8600000US92109","ZCTA5 92109","1970","2"
"8600000US92110","ZCTA5 92110","1973","2"
"8600000US92111","ZCTA5 92111","1970","2"
"8600000US92113","ZCTA5 92113","1964","2"
"8600000US92114","ZCTA5 92114","1969","2"
"8600000US92115","ZCTA5 92115","1966","2"
"8600000US92116","ZCTA5 92116","1965","3"
"8600000US92117","ZCTA5 92117","1965","1"
"8600000US92118","ZCTA5 92118","1974","1"
"8600000US92119","ZCTA5 92119","1970","2"
"8600000US92120","ZCTA5 92120","1970","2"
"8600000US92121","ZCTA5 92121","1993","1"
"8600000US92122","ZCTA5 92122","1986","2"
"8600000US92123","ZCTA5 92123","1976","2"
"8600000US92124","ZCTA5 92124","1981","1"
"8600000US92126","ZCTA5 92126","1981","2"
"8600000US92127","ZCTA5 92127","2002","2"
"8600000US92128","ZCTA5 92128","1986","1"
"8600000US92129","ZCTA5 92129","1985","1"
"8600000US92130","ZCTA5 92130","1998","2"
"8600000US92131","ZCTA5 92131","1991","1"
"8600000US92132","ZCTA5 92132","-","**"
"8600000US92134","ZCTA5 92134","-","**"
"8600000US92135","ZCTA5 92135","-","**"
"8600000US92139","ZCTA5 92139","1976","2"
"8600000US92140","ZCTA5 92140","-","**"
"8600000US92145","ZCTA5 92145","2006","1"
"8600000US92147","ZCTA5 92147","-","**"
"8600000US92154","ZCTA5 92154","1981","1"
"8600000US92155","ZCTA5 92155","-","**"
"8600000US92173","ZCTA5 92173","1980","2"
"8600000US92201","ZCTA5 92201","1988","1"
"8600000US92203","ZCTA5 92203","2003","1"
"8600000US92210","ZCTA5 92210","1986","2"
"8600000US92211","ZCTA5 92211","1993","1"
"8600000US92220","ZCTA5 92220","1984","2"
"8600000US92222","ZCTA5 92222","-","**"
"8600000US92223","ZCTA5 92223","2002","1"
"8600000US92225","ZCTA5 92225","1979","2"
"8600000US92227","ZCTA5 92227","1983","3"
"8600000US92230","ZCTA5 92230","1979","7"
"8600000US92231","ZCTA5 92231","1992","2"
"8600000US92233","ZCTA5 92233","1989","6"
"8600000US92234","ZCTA5 92234","1987","1"
"8600000US92236","ZCTA5 92236","2000","1"
"8600000US92239","ZCTA5 92239","1977","5"
"8600000US92240","ZCTA5 92240","1987","2"
"8600000US92241","ZCTA5 92241","1983","2"
"8600000US92242","ZCTA5 92242","1985","2"
"8600000US92243","ZCTA5 92243","1980","2"
"8600000US92249","ZCTA5 92249","2001","2"
"8600000US92250","ZCTA5 92250","1977","3"
"8600000US92251","ZCTA5 92251","1999","2"
"8600000US92252","ZCTA5 92252","1979","3"
"8600000US92253","ZCTA5 92253","1998","1"
"8600000US92254","ZCTA5 92254","1994","4"
"8600000US92256","ZCTA5 92256","1967","4"
"8600000US92257","ZCTA5 92257","1982","5"
"8600000US92258","ZCTA5 92258","1974","12"
"8600000US92259","ZCTA5 92259","1984","7"
"8600000US92260","ZCTA5 92260","1983","2"
"8600000US92262","ZCTA5 92262","1979","2"
"8600000US92264","ZCTA5 92264","1975","1"
"8600000US92266","ZCTA5 92266","1973","11"
"8600000US92267","ZCTA5 92267","1986","8"
"8600000US92268","ZCTA5 92268","1981","10"
"8600000US92270","ZCTA5 92270","1986","2"
"8600000US92273","ZCTA5 92273","1986","4"
"8600000US92274","ZCTA5 92274","1989","2"
"8600000US92275","ZCTA5 92275","1997","3"
"8600000US92276","ZCTA5 92276","1982","3"
"8600000US92277","ZCTA5 92277","1981","2"
"8600000US92278","ZCTA5 92278","2005","3"
"8600000US92280","ZCTA5 92280","-","**"
"8600000US92281","ZCTA5 92281","1981","4"
"8600000US92282","ZCTA5 92282","1984","6"
"8600000US92283","ZCTA5 92283","1989","4"
"8600000US92284","ZCTA5 92284","1978","2"
"8600000US92285","ZCTA5 92285","1963","3"
"8600000US92301","ZCTA5 92301","1996","2"
"8600000US92304","ZCTA5 92304","-","**"
"8600000US92305","ZCTA5 92305","1972","8"
"8600000US92307","ZCTA5 92307","1985","1"
"8600000US92308","ZCTA5 92308","1987","2"
"8600000US92309","ZCTA5 92309","1983","4"
"8600000US92310","ZCTA5 92310","2001","2"
"8600000US92311","ZCTA5 92311","1971","2"
"8600000US92313","ZCTA5 92313","1976","2"
"8600000US92314","ZCTA5 92314","1977","2"
"8600000US92315","ZCTA5 92315","1975","1"
"8600000US92316","ZCTA5 92316","1976","2"
"8600000US92320","ZCTA5 92320","1979","2"
"8600000US92321","ZCTA5 92321","1967","4"
"8600000US92322","ZCTA5 92322","1957","7"
"8600000US92324","ZCTA5 92324","1978","2"
"8600000US92325","ZCTA5 92325","1963","2"
"8600000US92327","ZCTA5 92327","1970","23"
"8600000US92328","ZCTA5 92328","1991","9"
"8600000US92332","ZCTA5 92332","1939-","***"
"8600000US92333","ZCTA5 92333","1966","11"
"8600000US92335","ZCTA5 92335","1976","2"
"8600000US92336","ZCTA5 92336","1995","2"
"8600000US92337","ZCTA5 92337","1989","1"
"8600000US92338","ZCTA5 92338","-","**"
"8600000US92339","ZCTA5 92339","1954","5"
"8600000US92341","ZCTA5 92341","1966","3"
"8600000US92342","ZCTA5 92342","1990","3"
"8600000US92344","ZCTA5 92344","2002","1"
"8600000US92345","ZCTA5 92345","1984","1"
"8600000US92346","ZCTA5 92346","1982","1"
"8600000US92347","ZCTA5 92347","1973","7"
"8600000US92352","ZCTA5 92352","1977","2"
"8600000US92354","ZCTA5 92354","1980","2"
"8600000US92356","ZCTA5 92356","1976","3"
"8600000US92358","ZCTA5 92358","1969","8"
"8600000US92359","ZCTA5 92359","1982","3"
"8600000US92363","ZCTA5 92363","1981","2"
"8600000US92364","ZCTA5 92364","1975","15"
"8600000US92365","ZCTA5 92365","1978","4"
"8600000US92368","ZCTA5 92368","1965","9"
"8600000US92371","ZCTA5 92371","1988","2"
"8600000US92372","ZCTA5 92372","1989","3"
"8600000US92373","ZCTA5 92373","1971","1"
"8600000US92374","ZCTA5 92374","1977","1"
"8600000US92376","ZCTA5 92376","1977","2"
"8600000US92377","ZCTA5 92377","1989","1"
"8600000US92378","ZCTA5 92378","1970","19"
"8600000US92382","ZCTA5 92382","1971","2"
"8600000US92384","ZCTA5 92384","1967","10"
"8600000US92385","ZCTA5 92385","1968","4"
"8600000US92386","ZCTA5 92386","1976","2"
"8600000US92389","ZCTA5 92389","1970","8"
"8600000US92391","ZCTA5 92391","1969","4"
"8600000US92392","ZCTA5 92392","1997","2"
"8600000US92394","ZCTA5 92394","2002","2"
"8600000US92395","ZCTA5 92395","1985","1"
"8600000US92397","ZCTA5 92397","1969","3"
"8600000US92398","ZCTA5 92398","1967","13"
"8600000US92399","ZCTA5 92399","1976","2"
"8600000US92401","ZCTA5 92401","1972","5"
"8600000US92404","ZCTA5 92404","1961","2"
"8600000US92405","ZCTA5 92405","1952","2"
"8600000US92407","ZCTA5 92407","1983","1"
"8600000US92408","ZCTA5 92408","1973","2"
"8600000US92410","ZCTA5 92410","1970","3"
"8600000US92411","ZCTA5 92411","1958","2"
"8600000US92501","ZCTA5 92501","1961","3"
"8600000US92503","ZCTA5 92503","1979","1"
"8600000US92504","ZCTA5 92504","1969","2"
"8600000US92505","ZCTA5 92505","1979","1"
"8600000US92506","ZCTA5 92506","1969","2"
"8600000US92507","ZCTA5 92507","1978","2"
"8600000US92508","ZCTA5 92508","1997","1"
"8600000US92509","ZCTA5 92509","1979","1"
"8600000US92518","ZCTA5 92518","1984","2"
"8600000US92530","ZCTA5 92530","1987","2"
"8600000US92532","ZCTA5 92532","2005","1"
"8600000US92536","ZCTA5 92536","1992","5"
"8600000US92539","ZCTA5 92539","1984","4"
"8600000US92543","ZCTA5 92543","1976","1"
"8600000US92544","ZCTA5 92544","1978","2"
"8600000US92545","ZCTA5 92545","1989","1"
"8600000US92548","ZCTA5 92548","1979","2"
"8600000US92549","ZCTA5 92549","1970","3"
"8600000US92551","ZCTA5 92551","1990","2"
"8600000US92553","ZCTA5 92553","1985","1"
"8600000US92555","ZCTA5 92555","2001","2"
"8600000US92557","ZCTA5 92557","1986","1"
"8600000US92561","ZCTA5 92561","1983","4"
"8600000US92562","ZCTA5 92562","1997","1"
"8600000US92563","ZCTA5 92563","2003","1"
"8600000US92567","ZCTA5 92567","1986","2"
"8600000US92570","ZCTA5 92570","1984","1"
"8600000US92571","ZCTA5 92571","2000","1"
"8600000US92582","ZCTA5 92582","2002","1"
"8600000US92583","ZCTA5 92583","1985","2"
"8600000US92584","ZCTA5 92584","2003","2"
"8600000US92585","ZCTA5 92585","2001","1"
"8600000US92586","ZCTA5 92586","1980","2"
"8600000US92587","ZCTA5 92587","1985","2"
"8600000US92590","ZCTA5 92590","1999","5"
"8600000US92591","ZCTA5 92591","1995","1"
"8600000US92592","ZCTA5 92592","1998","1"
"8600000US92595","ZCTA5 92595","1994","2"
"8600000US92596","ZCTA5 92596","2005","1"
"8600000US92602","ZCTA5 92602","2003","2"
"8600000US92603","ZCTA5 92603","1996","3"
"8600000US92604","ZCTA5 92604","1976","1"
"8600000US92606","ZCTA5 92606","1993","2"
"8600000US92610","ZCTA5 92610","1998","3"
"8600000US92612","ZCTA5 92612","1989","2"
"8600000US92614","ZCTA5 92614","1986","1"
"8600000US92617","ZCTA5 92617","1997","3"
"8600000US92618","ZCTA5 92618","2011","1"
"8600000US92620","ZCTA5 92620","1999","2"
